X [m],Y [m],Z [m],Liquid Pressure [Pa],Gas Pressure [Pa],Liquid Saturation,Gas Saturation,Liquid Density [kg/m^3],Gas Density [kg/m^3],X_g^l,X_l^l,X_g^g,X_l^g,Temperature [C],Liquid Energy [MJ/kmol],Gas Energy [MJ/kmol],Thermodynamic State,pH,Total DOM1 [M],Total O2(aq) [M],Total HCO3- [M],Total Fe+++ [M],Total Fe++ [M],Total Tracer2 [M],Total Tracer3 [M],Total CH4(aq) [M],Total Acetate- [M],Total CH3OH [M],Total SO4-- [M],Total HS- [M],Free DOM1 [M],Free O2(aq) [M],Free HCO3- [M],Free Fe+++ [M],Free Fe++ [M],Free Tracer2 [M],Free Tracer3 [M],Free CH4(aq) [M],Free Acetate- [M],Free CH3OH [M],Free SO4-- [M],Free HS- [M],Gamma H2O,CO2(aq) [M],Fe(OH)3 VF [m^3 mnrl/m^3 bulk],Fe(OH)2 VF [m^3 mnrl/m^3 bulk],Rock(s) VF [m^3 mnrl/m^3 bulk],Fe(OH)3 Rate [mol/m^3/sec],Fe(OH)2 Rate [mol/m^3/sec],Rock(s) Rate [mol/m^3/sec],Material ID,Time Index,Time [d]
0.375,0.375,0.125,193069.6,200154.2,0.8159769,0.1840231,999.9772,2.474674,3.09672e-05,0.999969,0.9946577,0.005342267,8.0,0.6037993,6.059769,3.0,4.699864,1.000295e-15,9.999772e-26,0.03131767,4.920031e-09,8003.255,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000295e-15,9.999772e-26,2.967992e-05,3.597489e-09,8003.225,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001310084,2.960801e-05,0.7199485,0.5,4.332712e-11,-7.496762e-06,0.0,1.0,3,3.0
0.625,0.375,0.125,193069.6,200154.2,0.8159769,0.1840231,999.9772,2.474674,3.09672e-05,0.999969,0.9946577,0.005342267,8.0,0.6037993,6.059769,3.0,4.699864,1.000295e-15,9.999772e-26,0.03131767,4.920031e-09,8003.255,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000295e-15,9.999772e-26,2.967992e-05,3.597489e-09,8003.225,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001310084,2.960801e-05,0.7199485,0.5,4.332712e-11,-7.496762e-06,0.0,1.0,3,3.0
0.875,0.375,0.125,193069.6,200154.2,0.8159769,0.1840231,999.9772,2.474674,3.09672e-05,0.999969,0.9946577,0.005342267,8.0,0.6037993,6.059769,3.0,4.699864,1.000295e-15,9.999772e-26,0.03131767,4.920031e-09,8003.255,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000295e-15,9.999772e-26,2.967992e-05,3.597489e-09,8003.225,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001310084,2.960801e-05,0.7199485,0.5,4.332712e-11,-7.496762e-06,0.0,1.0,3,3.0
0.125,0.625,0.125,193069.6,200154.2,0.8159769,0.1840231,999.9772,2.474674,3.09672e-05,0.999969,0.9946577,0.005342267,8.0,0.6037993,6.059769,3.0,4.699864,1.000295e-15,9.999772e-26,0.03131767,4.920031e-09,8003.255,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000295e-15,9.999772e-26,2.967992e-05,3.597489e-09,8003.225,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001310084,2.960801e-05,0.7199485,0.5,4.332712e-11,-7.496762e-06,0.0,1.0,3,3.0
0.375,0.625,0.125,193069.6,200154.2,0.8159769,0.1840231,999.9772,2.474674,3.09672e-05,0.999969,0.9946577,0.005342267,8.0,0.6037993,6.059769,3.0,4.699864,1.000295e-15,9.999772e-26,0.03131767,4.920031e-09,8003.255,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000295e-15,9.999772e-26,2.967992e-05,3.597489e-09,8003.225,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001310084,2.960801e-05,0.7199485,0.5,4.332712e-11,-7.496762e-06,0.0,1.0,3,3.0
0.625,0.625,0.125,193069.6,200154.2,0.8159769,0.1840231,999.9772,2.474674,3.09672e-05,0.999969,0.9946577,0.005342267,8.0,0.6037993,6.059769,3.0,4.699864,1.000295e-15,9.999772e-26,0.03131767,4.920031e-09,8003.255,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000295e-15,9.999772e-26,2.967992e-05,3.597489e-09,8003.225,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001310084,2.960801e-05,0.7199485,0.5,4.332712e-11,-7.496762e-06,0.0,1.0,3,3.0
0.875,0.625,0.125,193069.6,200154.2,0.8159769,0.1840231,999.9772,2.474674,3.09672e-05,0.999969,0.9946577,0.005342267,8.0,0.6037993,6.059769,3.0,4.699864,1.000295e-15,9.999772e-26,0.03131767,4.920031e-09,8003.255,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000295e-15,9.999772e-26,2.967992e-05,3.597489e-09,8003.225,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001310084,2.960801e-05,0.7199485,0.5,4.332712e-11,-7.496762e-06,0.0,1.0,3,3.0
0.125,0.875,0.125,193069.6,200154.2,0.8159769,0.1840231,999.9772,2.474674,3.09672e-05,0.999969,0.9946577,0.005342267,8.0,0.6037993,6.059769,3.0,4.699864,1.000295e-15,9.999772e-26,0.03131767,4.920031e-09,8003.255,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000295e-15,9.999772e-26,2.967992e-05,3.597489e-09,8003.225,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001310084,2.960801e-05,0.7199485,0.5,4.332712e-11,-7.496762e-06,0.0,1.0,3,3.0
0.375,0.875,0.125,193069.6,200154.2,0.8159769,0.1840231,999.9772,2.474674,3.09672e-05,0.999969,0.9946577,0.005342267,8.0,0.6037993,6.059769,3.0,4.699864,1.000295e-15,9.999772e-26,0.03131767,4.920031e-09,8003.255,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000295e-15,9.999772e-26,2.967992e-05,3.597489e-09,8003.225,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001310084,2.960801e-05,0.7199485,0.5,4.332712e-11,-7.496762e-06,0.0,1.0,3,3.0
0.625,0.875,0.125,193069.6,200154.2,0.8159769,0.1840231,999.9772,2.474674,3.09672e-05,0.999969,0.9946577,0.005342267,8.0,0.6037993,6.059769,3.0,4.699864,1.000295e-15,9.999772e-26,0.03131767,4.920031e-09,8003.255,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000295e-15,9.999772e-26,2.967992e-05,3.597489e-09,8003.225,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001310084,2.960801e-05,0.7199485,0.5,4.332712e-11,-7.496762e-06,0.0,1.0,3,3.0
0.875,0.875,0.125,193069.6,200154.2,0.8159769,0.1840231,999.9772,2.474674,3.09672e-05,0.999969,0.9946577,0.005342267,8.0,0.6037993,6.059769,3.0,4.699864,1.000295e-15,9.999772e-26,0.03131767,4.920031e-09,8003.255,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000295e-15,9.999772e-26,2.967992e-05,3.597489e-09,8003.225,1e-15,0.0008763697,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001310084,2.960801e-05,0.7199485,0.5,4.332712e-11,-7.496762e-06,0.0,1.0,3,3.0
0.125,0.125,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.375,0.125,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.625,0.125,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.875,0.125,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.125,0.375,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.375,0.375,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.625,0.375,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.875,0.375,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.125,0.625,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.375,0.625,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.625,0.625,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.875,0.625,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.125,0.875,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.375,0.875,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.625,0.875,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.875,0.875,0.375,192379.7,200127.5,0.7904986,0.2095014,999.9772,2.474344,3.096306e-05,0.999969,0.994657,0.005342978,8.0,0.6037993,6.059796,3.0,4.699348,1.000257e-15,9.999772e-26,0.03131767,4.937419e-09,8003.255,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000257e-15,9.999772e-26,2.971217e-05,3.610319e-09,8003.225,1e-15,0.0008763766,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001313064,2.961012e-05,0.7199485,0.5,1.276075e-10,-7.502695e-06,0.0,1.0,3,3.0
0.125,0.125,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.375,0.125,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.625,0.125,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.875,0.125,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.125,0.375,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.375,0.375,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.625,0.375,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.875,0.375,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.125,0.625,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.375,0.625,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.625,0.625,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.875,0.625,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.125,0.875,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.375,0.875,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.625,0.875,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
0.875,0.875,0.625,192768.3,200090.1,0.8068467,0.1931533,999.9772,2.47388,3.095724e-05,0.999969,0.994656,0.005343977,8.0,0.6037994,6.059833,3.0,4.698315,1.000181e-15,9.999772e-26,0.03131767,5.006374e-09,8003.255,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000181e-15,9.999772e-26,2.977691e-05,3.660979e-09,8003.225,1e-15,0.0008763902,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.00131906,3.550927e-05,0.7199484,0.5,6.822312e-07,-7.514548e-06,0.0,1.0,3,3.0
