Sample ID,Calc Concentration (ppm),days_since_start,Gas,Water Activity,Moles
exp_01_03_01,10125.844195592157,13.0,CO2,0.7726987314,4.209402583044966e-05
exp_01_03_01,0.9830016685124825,13.0,N2O,0.7726987314,4.086424482390502e-09
exp_01_03_01,171.75558469783888,13.0,CH4,0.7726987314,7.140030874603055e-07
exp_01_03_02,7600.037710776233,13.0,CO2,0.7726987314,3.15940258935712e-05
exp_01_03_02,0.9788424785323271,13.0,N2O,0.7726987314,4.069134363455567e-09
exp_01_03_02,77.86393106601182,13.0,CH4,0.7726987314,3.2368721681297594e-07
exp_01_03_03,9820.526928196827,13.0,CO2,0.7726987314,4.082479506884897e-05
exp_01_03_03,0.9781464508213622,13.0,N2O,0.7726987314,4.06624091498074e-09
exp_01_03_03,299.03966744558767,13.0,CH4,0.7726987314,1.2431342259110783e-06
exp_01_03_04,11596.918302133301,13.0,CO2,0.7726987314,4.820941040907118e-05
exp_01_03_04,0.980081747383557,13.0,N2O,0.7726987314,4.074286113179037e-09
exp_01_03_04,140.3274161181478,13.0,CH4,0.7726987314,5.833534236452997e-07
exp_01_03_05,9348.67296949495,13.0,CO2,0.7726987314,3.8863256619102436e-05
exp_01_03_05,0.9833581705107814,13.0,N2O,0.7726987314,4.087906492584925e-09
exp_01_03_05,90.82805060513438,13.0,CH4,0.7726987314,3.775802031366658e-07
exp_01_04_01,6906.1348303322975,13.0,CO2,0.6958019354,2.8709410526296895e-05
exp_01_04_01,0.9792346307304559,13.0,N2O,0.6958019354,4.070764574669432e-09
exp_01_04_01,148.5773103703167,13.0,CH4,0.6958019354,6.176489603967387e-07
exp_01_04_02,6878.378715114541,13.0,CO2,0.6958019354,2.8594025911605924e-05
exp_01_04_02,0.9804722019531226,13.0,N2O,0.6958019354,4.0759092672015e-09
exp_01_04_02,125.0061839355484,13.0,CH4,0.6958019354,5.196617125354845e-07
exp_01_04_03,7544.525480340718,13.0,CO2,0.6958019354,3.136325666418925e-05
exp_01_04_03,0.9796607354998516,13.0,N2O,0.6958019354,4.072535929711338e-09
exp_01_04_03,112.04206439642584,13.0,CH4,0.6958019354,4.657687262117946e-07
exp_01_04_04,7711.062171647262,13.0,CO2,0.6958019354,3.2055564352335084e-05
exp_01_04_04,0.9810493956646544,13.0,N2O,0.6958019354,4.078308712278185e-09
exp_01_04_04,130.89896554424047,13.0,CH4,0.6958019354,5.44158524500798e-07
exp_01_04_05,6711.842023807996,13.0,CO2,0.6958019354,2.7901718223460092e-05
exp_01_04_05,0.9789137789319869,13.0,N2O,0.6958019354,4.069430765494452e-09
exp_01_04_05,100.2565011790417,13.0,CH4,0.6958019354,4.1677510228116753e-07
exp_01_05_01,11402.625495609,13.0,CO2,0.6089838215,4.740171810623438e-05
exp_01_05_01,0.9829167870843161,13.0,N2O,0.6089838215,4.086071622820401e-09
exp_01_05_01,355.21751878178543,13.0,CH4,0.6089838215,1.476670499980401e-06
exp_01_05_02,9404.185199930465,13.0,CO2,0.6089838215,3.9094025848484386e-05
exp_01_05_02,0.9788288975038205,13.0,N2O,0.6089838215,4.069077905924351e-09
exp_01_05_02,375.6458283585846,13.0,CH4,0.6089838215,1.5615927814601544e-06
exp_01_05_03,9487.453545583738,13.0,CO2,0.6089838215,3.9440179692557304e-05
exp_01_05_03,0.978635367847601,13.0,N2O,0.6089838215,4.068273386104521e-09
exp_01_05_03,250.71885825431266,13.0,CH4,0.6089838215,1.0422603677955072e-06
exp_01_05_04,9293.160739059434,13.0,CO2,0.6089838215,3.8632487389720494e-05
exp_01_05_04,0.9787711781326672,13.0,N2O,0.6089838215,4.068837961416682e-09
exp_01_05_04,263.29012568618907,13.0,CH4,0.6089838215,1.0945202333215094e-06
exp_01_05_05,10292.380886898702,13.0,CO2,0.6089838215,4.2786333518595486e-05
exp_01_05_05,0.978418071391495,13.0,N2O,0.6089838215,4.067370065605063e-09
exp_01_05_05,259.3616046137277,13.0,CH4,0.6089838215,1.0781890253446338e-06
exp_01_06_01,8321.696706437926,13.0,CO2,0.4539390818,3.459402587553647e-05
exp_01_06_01,0.978485976534028,13.0,N2O,0.4539390818,4.0676523532611435e-09
exp_01_06_01,203.18375327752995,13.0,CH4,0.4539390818,8.446527512753112e-07
exp_01_06_02,7433.501019469689,13.0,CO2,0.4539390818,3.090171820542536e-05
exp_01_06_02,0.9796318758142749,13.0,N2O,0.4539390818,4.072415957457503e-09
exp_01_06_02,148.18445826307055,13.0,CH4,0.4539390818,6.160158395990511e-07
exp_01_06_03,9709.502467325796,13.0,CO2,0.4539390818,4.0363256610085075e-05
exp_01_06_03,0.978273772963612,13.0,N2O,0.4539390818,4.066770204335892e-09
exp_01_06_03,222.04065442534457,13.0,CH4,0.4539390818,9.230425495643145e-07
exp_01_06_04,8210.672245566897,13.0,CO2,0.4539390818,3.4132487416772584e-05
exp_01_06_04,0.9782007749353887,13.0,N2O,0.4539390818,4.066466745105605e-09
exp_01_06_04,189.43392952391508,13.0,CH4,0.4539390818,7.874935233562461e-07
exp_01_06_05,8793.550665139803,13.0,CO2,0.4539390818,3.6555564325283e-05
exp_01_06_05,0.9793263026728757,13.0,N2O,0.4539390818,4.07114566300514e-09
exp_01_06_05,196.89811956159173,13.0,CH4,0.4539390818,8.185228185123099e-07
exp_01_01_01,17441.092493666,21.0,CO2,0.996141297,7.250415706171197e-05
exp_01_01_01,,21.0,N2O,0.996141297,
exp_01_01_01,2806.7061818843727,21.0,CH4,0.996141297,1.1667724708834944e-05
exp_01_01_02,23306.28708340614,21.0,CO2,0.996141297,9.688628736039932e-05
exp_01_01_02,,21.0,N2O,0.996141297,
exp_01_01_02,3339.6383736465764,21.0,CH4,0.996141297,1.388317075092215e-05
exp_01_01_03,14704.001685120602,21.0,CO2,0.996141297,6.11258295889912e-05
exp_01_01_03,,21.0,N2O,0.996141297,
exp_01_01_03,1632.4789193683175,21.0,CH4,0.996141297,6.786358596102802e-06
exp_01_01_04,15185.248420689024,21.0,CO2,0.996141297,6.312641463913991e-05
exp_01_01_04,,21.0,N2O,0.996141297,
exp_01_01_04,1037.3713052338567,21.0,CH4,0.996141297,4.312443849105422e-06
exp_01_01_05,15185.248420689024,21.0,CO2,0.996141297,6.312641463913991e-05
exp_01_01_05,,21.0,N2O,0.996141297,
exp_01_01_05,3126.4654969416947,21.0,CH4,0.996141297,1.2996992334087268e-05
exp_01_02_01,16237.975654744945,21.0,CO2,0.9046306353,6.75026944363402e-05
exp_01_02_01,,21.0,N2O,0.9046306353,
exp_01_02_01,45.40685230047518,21.0,CH4,0.9046306353,1.8876028276710403e-07
exp_01_02_02,18644.209332587056,21.0,CO2,0.9046306353,7.750561968708374e-05
exp_01_02_02,,21.0,N2O,0.9046306353,
exp_01_02_02,81.64624134030502,21.0,CH4,0.9046306353,3.39410613629034e-07
exp_01_02_03,18644.209332587056,21.0,CO2,0.9046306353,7.750561968708374e-05
exp_01_02_03,,21.0,N2O,0.9046306353,
exp_01_02_03,39.72224225501167,21.0,CH4,0.9046306353,1.6512885831817383e-07
exp_01_02_04,18944.98854231732,21.0,CO2,0.9046306353,7.875598534342667e-05
exp_01_02_04,,21.0,N2O,0.9046306353,
exp_01_02_04,61.21717398942055,21.0,CH4,0.9046306353,2.544851820156911e-07
exp_01_02_05,19245.76775204758,21.0,CO2,0.9046306353,8.00063509997696e-05
exp_01_02_05,,21.0,N2O,0.9046306353,
exp_01_02_05,48.6044454510484,21.0,CH4,0.9046306353,2.0205295901962724e-07
exp_01_03_01,20900.05340556403,21.0,CO2,0.7726987314,8.688336210965579e-05
exp_01_03_01,,21.0,N2O,0.7726987314,
exp_01_03_01,223.7614924768926,21.0,CH4,0.7726987314,9.301962248522886e-07
exp_01_03_02,19095.37814718245,21.0,CO2,0.7726987314,7.938116817159815e-05
exp_01_03_02,,21.0,N2O,0.7726987314,
exp_01_03_02,94.25896987867716,21.0,CH4,0.7726987314,3.9184283662509783e-07
exp_01_03_03,18042.650913126527,21.0,CO2,0.7726987314,7.500488837439784e-05
exp_01_03_03,,21.0,N2O,0.7726987314,
exp_01_03_03,348.1123372214068,21.0,CH4,0.7726987314,1.4471336346726366e-06
exp_01_03_04,17441.092493666,21.0,CO2,0.7726987314,7.250415706171197e-05
exp_01_03_04,,21.0,N2O,0.7726987314,
exp_01_03_04,115.39861348524457,21.0,CH4,0.7726987314,4.79722196294557e-07
exp_01_03_05,28720.312858550886,21.0,CO2,0.7726987314,0.00011939286917457227
exp_01_03_05,,21.0,N2O,0.7726987314,
exp_01_03_05,116.99741006053118,21.0,CH4,0.7726987314,4.863685344208186e-07
exp_01_04_01,12327.845928251518,21.0,CO2,0.6958019354,5.1247940903881954e-05
exp_01_04_01,,21.0,N2O,0.6958019354,
exp_01_04_01,220.20861119847794,21.0,CH4,0.6958019354,9.154265845717074e-07
exp_01_04_02,10402.858985977831,21.0,CO2,0.6958019354,4.324560070328714e-05
exp_01_04_02,,21.0,N2O,0.6958019354,
exp_01_04_02,127.47840983185452,21.0,CH4,0.6958019354,5.299389732485336e-07
exp_01_04_03,,21.0,CO2,0.6958019354,
exp_01_04_03,,21.0,N2O,0.6958019354,
exp_01_04_03,,21.0,CH4,0.6958019354,
exp_01_04_04,9395.248633381449,21.0,CO2,0.6958019354,3.9056875754538285e-05
exp_01_04_04,,21.0,N2O,0.6958019354,
exp_01_04_04,123.92552855343982,21.0,CH4,0.6958019354,5.151693329679522e-07
exp_01_04_05,8748.573332461383,21.0,CO2,0.6958019354,3.6368589593400965e-05
